Object property                Domain                         Range                          File                          
painter                        Artwork                        Person                         dbpedia_2016-10.owl           
militaryUnit                   MilitaryPerson                 MilitaryUnit                   dbpedia_2016-10.owl           
youthClub                      Athlete                        SportsTeam                     dbpedia_2016-10.owl           
musicalArtist                  Single                         MusicalArtist                  dbpedia_2016-10.owl           
residence                      Person                         Place                          dbpedia_2016-10.owl           
principalArea                  PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
sisterCollege                  College                        College                        dbpedia_2016-10.owl           
dean                           EducationalInstitution         Person                         dbpedia_2016-10.owl           
tribus                         Species                        Species                        dbpedia_2016-10.owl           
oldProvince                    PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
mouthCountry                   River                          Country                        dbpedia_2016-10.owl           
alpsMajorSector                Mountain                       MountainRange                  dbpedia_2016-10.owl           
colleague                      Person                         Person                         dbpedia_2016-10.owl           
leftChild                      Island                         Island                         dbpedia_2016-10.owl           
managerClub                    Athlete                        SportsTeam                     dbpedia_2016-10.owl           
lastFamilyMember               Family                         Person                         dbpedia_2016-10.owl           
aircraftElectronic             MilitaryUnit                   MeanOfTransportation           dbpedia_2016-10.owl           
bird                           Place                          Species                        dbpedia_2016-10.owl           
restingPlace                   Person                         Place                          dbpedia_2016-10.owl           
largestCity                    PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
twinTown                       Settlement                     Settlement                     dbpedia_2016-10.owl           
fillingStation                 RestArea                       FillingStation                 dbpedia_2016-10.owl           
flower                         Place                          Species                        dbpedia_2016-10.owl           
bandMember                     Band                           Person                         dbpedia_2016-10.owl           
pgaWins                        Person                         Concept                        dbpedia_2016-10.owl           
artery                         AnatomicalStructure            Artery                         dbpedia_2016-10.owl           
soccerTournamentMostSteady     SoccerTournament               SoccerClub                     dbpedia_2016-10.owl           
countryWithFirstAstronaut      YearInSpaceflight              Country                        dbpedia_2016-10.owl           
previousEditor                 Magazine                       Person                         dbpedia_2016-10.owl           
countryOrigin                  Rocket                         Country                        dbpedia_2016-10.owl           
beltwayCity                    Road                           City                           dbpedia_2016-10.owl           
solventWithBadSolubility       ChemicalSubstance              ChemicalSubstance              dbpedia_2016-10.owl           
nobelLaureates                 School                         Person                         dbpedia_2016-10.owl           
mergedIntoParty                PoliticalParty                 PoliticalParty                 dbpedia_2016-10.owl           
lyrics                         MusicalWork                    Person                         dbpedia_2016-10.owl           
ethnicGroup                    PopulatedPlace                 EthnicGroup                    dbpedia_2016-10.owl           
productionCompany              Work                           Company                        dbpedia_2016-10.owl           
movie                          Person                         Film                           dbpedia_2016-10.owl           
currentTeamMember              SportsTeam                     TeamMember                     dbpedia_2016-10.owl           
crew                           Spacecraft                     SpaceMission                   dbpedia_2016-10.owl           
rector                         EducationalInstitution         Person                         dbpedia_2016-10.owl           
drainsFrom                     AnatomicalStructure            AnatomicalStructure            dbpedia_2016-10.owl           
governmentCountry              Island                         Country                        dbpedia_2016-10.owl           
canonizedBy                    Saint                          Person                         dbpedia_2016-10.owl           
highestState                   Island                         PopulatedPlace                 dbpedia_2016-10.owl           
aircraftTrainer                MilitaryUnit                   MeanOfTransportation           dbpedia_2016-10.owl           
river                          Place                          River                          dbpedia_2016-10.owl           
politicalMajority              Settlement                     PoliticalParty                 dbpedia_2016-10.owl           
administrator                  School                         Person                         dbpedia_2016-10.owl           
locationCity                   Organisation                   City                           dbpedia_2016-10.owl           
southEastPlace                 Place                          Place                          dbpedia_2016-10.owl           
employer                       Person                         Organisation                   dbpedia_2016-10.owl           
hasInsidePlace                 Place                          Place                          dbpedia_2016-10.owl           
presidentGeneralCouncil        TermOfOffice                   Person                         dbpedia_2016-10.owl           
aircraftHelicopterCargo        MilitaryUnit                   MeanOfTransportation           dbpedia_2016-10.owl           
spacecraft                     SpaceMission                   Spacecraft                     dbpedia_2016-10.owl           
municipalityAbsorbedBy         FormerMunicipality             Municipality                   dbpedia_2016-10.owl           
previousMission                SpaceMission                   SpaceMission                   dbpedia_2016-10.owl           
governingBody                  Place                          Organisation                   dbpedia_2016-10.owl           
polishFilmAward                Artist                         Award                          dbpedia_2016-10.owl           
entourage                      FictionalCharacter             Species                        dbpedia_2016-10.owl           
lieutenancyArea                PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
locomotive                     Train                          Locomotive                     dbpedia_2016-10.owl           
governmentRegion               Island                         PopulatedPlace                 dbpedia_2016-10.owl           
previousPopulation             PopulatedPlace                 Population                     dbpedia_2016-10.owl           
lowestPoint                    Settlement                     Place                          dbpedia_2016-10.owl           
currentLeague                  Athlete                        SportsLeague                   dbpedia_2016-10.owl           
currentWorldChampion           Sport                          Agent                          dbpedia_2016-10.owl           
careerStation                  Person                         CareerStation                  dbpedia_2016-10.owl           
composer                       Work                           Person                         dbpedia_2016-10.owl           
openingFilm                    FilmFestival                   Film                           dbpedia_2016-10.owl           
training                       Artist                         EducationalInstitution         dbpedia_2016-10.owl           
innervates                     Nerve                          AnatomicalStructure            dbpedia_2016-10.owl           
soccerTournamentClosingSeason  SoccerTournament               SoccerTournament               dbpedia_2016-10.owl           
olympicGames                   Person                         Tournament                     dbpedia_2016-10.owl           
previousWork                   Work                           Work                           dbpedia_2016-10.owl           
regency                        Place                          PopulatedPlace                 dbpedia_2016-10.owl           
diploma                        Person                         Diploma                        dbpedia_2016-10.owl           
judge                          LegalCase                      Judge                          dbpedia_2016-10.owl           
poleDriverCountry              GrandPrix                      Country                        dbpedia_2016-10.owl           
mainFamilyBranch               NobleFamily                    Family                         dbpedia_2016-10.owl           
hasAbsorbedMunicipality        Municipality                   FormerMunicipality             dbpedia_2016-10.owl           
debutTeam                      Athlete                        SportsTeam                     dbpedia_2016-10.owl           
musicalBand                    Single                         Band                           dbpedia_2016-10.owl           
mouthMountain                  River                          Mountain                       dbpedia_2016-10.owl           
linkedTo                       SkiResort                      Place                          dbpedia_2016-10.owl           
highestRegion                  Island                         PopulatedPlace                 dbpedia_2016-10.owl           
hasOutsidePlace                Place                          Place                          dbpedia_2016-10.owl           
southPlace                     Place                          Place                          dbpedia_2016-10.owl           
soccerTournamentOpeningSeason  SoccerTournament               SoccerTournament               dbpedia_2016-10.owl           
spokenIn                       Language                       PopulatedPlace                 dbpedia_2016-10.owl           
fossil                         Species                        Species                        dbpedia_2016-10.owl           
stateOfOrigin                  Person                         Country                        dbpedia_2016-10.owl           
aircraftRecon                  MilitaryUnit                   MeanOfTransportation           dbpedia_2016-10.owl           
provinceLink                   Place                          Province                       dbpedia_2016-10.owl           
associateEditor                Newspaper                      Person                         dbpedia_2016-10.owl           
managingEditor                 Newspaper                      Person                         dbpedia_2016-10.owl           
otherSportsExperience          Athlete                        Athletics                      dbpedia_2016-10.owl           
currentPartner                 FigureSkater                   Person                         dbpedia_2016-10.owl           
westPlace                      Place                          Place                          dbpedia_2016-10.owl           
solventWithMediocreSolubility  ChemicalSubstance              ChemicalSubstance              dbpedia_2016-10.owl           
usopenWins                     Person                         Concept                        dbpedia_2016-10.owl           
subprefecture                  Department                     PopulatedPlace                 dbpedia_2016-10.owl           
fastestDriverCountry           GrandPrix                      Country                        dbpedia_2016-10.owl           
executiveHeadteacher           School                         Person                         dbpedia_2016-10.owl           
dubber                         Person                         Person                         dbpedia_2016-10.owl           
nflTeam                        Athlete                        SportsTeam                     dbpedia_2016-10.owl           
personFunction                 Person                         PersonFunction                 dbpedia_2016-10.owl           
deathPlace                     Person                         Place                          dbpedia_2016-10.owl           
nearestCity                    Place                          PopulatedPlace                 dbpedia_2016-10.owl           
automobilePlatform             Automobile                     Automobile                     dbpedia_2016-10.owl           
aircraftHelicopterTransport    MilitaryUnit                   MeanOfTransportation           dbpedia_2016-10.owl           
sovereignCountry               Place                          PopulatedPlace                 dbpedia_2016-10.owl           
damage                         Event                          Currency                       dbpedia_2016-10.owl           
magazine                       WrittenWork                    Magazine                       dbpedia_2016-10.owl           
firstFlight                    SpaceShuttle                   SpaceMission                   dbpedia_2016-10.owl           
beatifiedBy                    Saint                          Person                         dbpedia_2016-10.owl           
firstDriver                    GrandPrix                      Person                         dbpedia_2016-10.owl           
cinematography                 Film                           Person                         dbpedia_2016-10.owl           
geolocDepartment               Settlement                     PopulatedPlace                 dbpedia_2016-10.owl           
partner                        Person                         Person                         dbpedia_2016-10.owl           
goldenRaspberryAward           Actor                          Award                          dbpedia_2016-10.owl           
sourceConfluenceState          River                          PopulatedPlace                 dbpedia_2016-10.owl           
northEastPlace                 Place                          Place                          dbpedia_2016-10.owl           
capitalDistrict                Island                         PopulatedPlace                 dbpedia_2016-10.owl           
followingEvent                 Event                          Event                          dbpedia_2016-10.owl           
detractor                      Person                         Person                         dbpedia_2016-10.owl           
seiyu                          Person                         Person                         dbpedia_2016-10.owl           
boxerCategory                  Boxer                          BoxingCategory                 dbpedia_2016-10.owl           
building                       Island                         Building                       dbpedia_2016-10.owl           
brand                          WrestlingEvent                 TelevisionShow                 dbpedia_2016-10.owl           
comic                          FictionalCharacter             Comic                          dbpedia_2016-10.owl           
governmentPlace                Island                         PopulatedPlace                 dbpedia_2016-10.owl           
coachedTeam                    CollegeCoach                   SportsTeam                     dbpedia_2016-10.owl           
leaderFunction                 Organisation                   PersonFunction                 dbpedia_2016-10.owl           
leagueManager                  Person                         SportsLeague                   dbpedia_2016-10.owl           
setDesigner                    Film                           Person                         dbpedia_2016-10.owl           
volumes                        MultiVolumePublication         WrittenWork                    dbpedia_2016-10.owl           
riverBranchOf                  River                          River                          dbpedia_2016-10.owl           
contest                        Person                         Contest                        dbpedia_2016-10.owl           
iftaAward                      Actor                          Award                          dbpedia_2016-10.owl           
soccerLeagueRelegated          SoccerLeagueSeason             SportsTeam                     dbpedia_2016-10.owl           
gaudiAward                     Artist                         Award                          dbpedia_2016-10.owl           
meetingBuilding                Legislature                    Building                       dbpedia_2016-10.owl           
patron                         MilitaryUnit                   Person                         dbpedia_2016-10.owl           
continent                      Country                        Continent                      dbpedia_2016-10.owl           
nationalTournament             Person                         Tournament                     dbpedia_2016-10.owl           
soccerTournamentThisSeason     SoccerTournament               SoccerTournament               dbpedia_2016-10.owl           
secretaryGeneral               Organisation                   Person                         dbpedia_2016-10.owl           
routePrevious                  RouteStop                      RouteStop                      dbpedia_2016-10.owl           
lowestState                    Island                         PopulatedPlace                 dbpedia_2016-10.owl           
headteacher                    School                         Person                         dbpedia_2016-10.owl           
currentTeam                    Athlete                        SportsTeam                     dbpedia_2016-10.owl           
meetingCity                    Legislature                    Settlement                     dbpedia_2016-10.owl           
debutWork                      Person                         Work                           dbpedia_2016-10.owl           
aircraftHelicopterUtility      MilitaryUnit                   MeanOfTransportation           dbpedia_2016-10.owl           
headOfFamily                   Family                         Person                         dbpedia_2016-10.owl           
museum                         Artwork                        Museum                         dbpedia_2016-10.owl           
emmyAward                      Artist                         Award                          dbpedia_2016-10.owl           
inflow                         BodyOfWater                    River                          dbpedia_2016-10.owl           
secondTeam                     GrandPrix                      SportsTeam                     dbpedia_2016-10.owl           
startPoint                     Canal                          Place                          dbpedia_2016-10.owl           
firstOlympicEvent              Sport                          OlympicEvent                   dbpedia_2016-10.owl           
depths                         Place                          Depth                          dbpedia_2016-10.owl           
championInSingleFemale         SportsEvent                    Athlete                        dbpedia_2016-10.owl           
creatorOfDish                  Food                           Person                         dbpedia_2016-10.owl           
aircraftHelicopterObservation  MilitaryUnit                   MeanOfTransportation           dbpedia_2016-10.owl           
child                          Person                         Person                         dbpedia_2016-10.owl           
thirdCommander                 MilitaryUnit                   Person                         dbpedia_2016-10.owl           
architectualBureau             ArchitecturalStructure         Company                        dbpedia_2016-10.owl           
almaMater                      Person                         EducationalInstitution         dbpedia_2016-10.owl           
viceLeader                     PopulatedPlace                 Person                         dbpedia_2016-10.owl           
delegateMayor                  PopulatedPlace                 Person                         dbpedia_2016-10.owl           
stateOfOriginTeam              Athlete                        SportsTeam                     dbpedia_2016-10.owl           
draftTeam                      Athlete                        SportsTeam                     dbpedia_2016-10.owl           
department                     PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
oldDistrict                    PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
rocket                         Spacecraft                     Rocket                         dbpedia_2016-10.owl           
lunarRover                     SpaceMission                   MeanOfTransportation           dbpedia_2016-10.owl           
formerCoach                    FigureSkater                   Person                         dbpedia_2016-10.owl           
alpsSupergroup                 Mountain                       MountainRange                  dbpedia_2016-10.owl           
lastFlight                     SpaceShuttle                   SpaceMission                   dbpedia_2016-10.owl           
presentMunicipality            FormerMunicipality             Municipality                   dbpedia_2016-10.owl           
saint                          PopulatedPlace                 Saint                          dbpedia_2016-10.owl           
narrator                       Work                           Person                         dbpedia_2016-10.owl           
secondDriver                   GrandPrix                      Person                         dbpedia_2016-10.owl           
placeOfBurial                  Person                         Place                          dbpedia_2016-10.owl           
headquarter                    Organisation                   PopulatedPlace                 dbpedia_2016-10.owl           
worldTournament                Person                         Tournament                     dbpedia_2016-10.owl           
roleInEvent                    Agent                          Event                          dbpedia_2016-10.owl           
grossDomesticProductPurchasingPowerParityPerCapita PopulatedPlace                 GrossDomesticProductPerCapita  dbpedia_2016-10.owl           
cultivatedVariety              Plant                          CultivatedVariety              dbpedia_2016-10.owl           
branchFrom                     AnatomicalStructure            AnatomicalStructure            dbpedia_2016-10.owl           
drama                          FictionalCharacter             Drama                          dbpedia_2016-10.owl           
settlementAttached             Settlement                     Place                          dbpedia_2016-10.owl           
playerInTeam                   SportsTeam                     Person                         dbpedia_2016-10.owl           
garrison                       MilitaryUnit                   PopulatedPlace                 dbpedia_2016-10.owl           
firstDriverTeam                GrandPrix                      SportsTeam                     dbpedia_2016-10.owl           
trainer                        Athlete                        Person                         dbpedia_2016-10.owl           
derivative                     MusicGenre                     MusicGenre                     dbpedia_2016-10.owl           
metropolitanBorough            PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
arrondissement                 PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
academicAdvisor                Scientist                      Person                         dbpedia_2016-10.owl           
summerAppearances              OlympicResult                  OlympicResult                  dbpedia_2016-10.owl           
splitFromParty                 PoliticalParty                 PoliticalParty                 dbpedia_2016-10.owl           
officerInCharge                University                     Person                         dbpedia_2016-10.owl           
raceResult                     Race                           SportCompetitionResult         dbpedia_2016-10.owl           
enemy                          FictionalCharacter             Species                        dbpedia_2016-10.owl           
subsequentWork                 Work                           Work                           dbpedia_2016-10.owl           
mergedSettlement               Settlement                     Settlement                     dbpedia_2016-10.owl           
associatedRocket               LaunchPad                      Rocket                         dbpedia_2016-10.owl           
sourceCountry                  Stream                         Country                        dbpedia_2016-10.owl           
agglomerationDemographics      PopulatedPlace                 Demographics                   dbpedia_2016-10.owl           
ceo                            Organisation                   Person                         dbpedia_2016-10.owl           
otherAppearances               OlympicResult                  OlympicResult                  dbpedia_2016-10.owl           
presidentRegionalCouncil       TermOfOffice                   Person                         dbpedia_2016-10.owl           
closingFilm                    FilmFestival                   Film                           dbpedia_2016-10.owl           
championInMixedDouble          SportsEvent                    Athlete                        dbpedia_2016-10.owl           
northPlace                     Place                          Place                          dbpedia_2016-10.owl           
largestSettlement              PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
associatedAct                  Artist                         Artist                         dbpedia_2016-10.owl           
alpsMainPart                   Mountain                       MountainRange                  dbpedia_2016-10.owl           
southWestPlace                 Place                          Place                          dbpedia_2016-10.owl           
ground                         SoccerClub                     Place                          dbpedia_2016-10.owl           
lastLaunchRocket               LaunchPad                      Rocket                         dbpedia_2016-10.owl           
fastestDriverTeam              GrandPrix                      SportsTeam                     dbpedia_2016-10.owl           
custodian                      School                         Person                         dbpedia_2016-10.owl           
otherParty                     OfficeHolder                   PoliticalParty                 dbpedia_2016-10.owl           
choreographer                  FigureSkater                   Person                         dbpedia_2016-10.owl           
crewMember                     SpaceMission                   Astronaut                      dbpedia_2016-10.owl           
jointCommunity                 Settlement                     PopulatedPlace                 dbpedia_2016-10.owl           
capital                        PopulatedPlace                 City                           dbpedia_2016-10.owl           
isPartOfAnatomicalStructure    Brain                          AnatomicalStructure            dbpedia_2016-10.owl           
presenter                      TelevisionShow                 Person                         dbpedia_2016-10.owl           
homeport                       Ship                           Place                          dbpedia_2016-10.owl           
notSolubleIn                   ChemicalSubstance              ChemicalSubstance              dbpedia_2016-10.owl           
coemperor                      Monarch                        Monarch                        dbpedia_2016-10.owl           
recentWinner                   Race                           Person                         dbpedia_2016-10.owl           
subdivisionName                Island                         Place                          dbpedia_2016-10.owl           
recordedIn                     MusicalWork                    PopulatedPlace                 dbpedia_2016-10.owl           
areaOfSearch                   SiteOfSpecialScientificInterest PopulatedPlace                 dbpedia_2016-10.owl           
specialEffects                 Film                           Person                         dbpedia_2016-10.owl           
riverMouth                     River                          BodyOfWater                    dbpedia_2016-10.owl           
parentOrganisation             Organisation                   Organisation                   dbpedia_2016-10.owl           
patronSaint                    Settlement                     Person                         dbpedia_2016-10.owl           
officialLanguage               PopulatedPlace                 Language                       dbpedia_2016-10.owl           
supply                         Place                          Place                          dbpedia_2016-10.owl           
thirdDriver                    GrandPrix                      Person                         dbpedia_2016-10.owl           
house                          Legislature                    Legislature                    dbpedia_2016-10.owl           
lastWin                        FormulaOneRacer                GrandPrix                      dbpedia_2016-10.owl           
rival                          School                         School                         dbpedia_2016-10.owl           
artist                         MusicalWork                    Agent                          dbpedia_2016-10.owl           
grandsire                      Animal                         Animal                         dbpedia_2016-10.owl           
soccerTournamentLastChampion   SoccerTournament               SoccerClub                     dbpedia_2016-10.owl           
wilaya                         Settlement                     Place                          dbpedia_2016-10.owl           
rightChild                     Island                         Island                         dbpedia_2016-10.owl           
manager                        SportsTeam                     Person                         dbpedia_2016-10.owl           
adjacentSettlement             Settlement                     Settlement                     dbpedia_2016-10.owl           
father                         Person                         Person                         dbpedia_2016-10.owl           
clubsRecordGoalscorer          SoccerClub                     Person                         dbpedia_2016-10.owl           
riverBranch                    River                          River                          dbpedia_2016-10.owl           
formerTeam                     Athlete                        SportsTeam                     dbpedia_2016-10.owl           
precursor                      AnatomicalStructure            Embryology                     dbpedia_2016-10.owl           
regionalLanguage               PopulatedPlace                 Language                       dbpedia_2016-10.owl           
councilArea                    PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
publisher                      Work                           Agent                          dbpedia_2016-10.owl           
daira                          Settlement                     Place                          dbpedia_2016-10.owl           
countryWithFirstSatelliteLaunched YearInSpaceflight              Country                        dbpedia_2016-10.owl           
director                       Film                           Person                         dbpedia_2016-10.owl           
creativeDirector               TelevisionShow                 Person                         dbpedia_2016-10.owl           
superintendent                 Organisation                   Person                         dbpedia_2016-10.owl           
taxon                          Species                        Taxon                          dbpedia_2016-10.owl           
subdivision                    Place                          Place                          dbpedia_2016-10.owl           
routeNext                      RouteStop                      RouteStop                      dbpedia_2016-10.owl           
hybrid                         Plant                          Plant                          dbpedia_2016-10.owl           
bourgmestre                    Settlement                     Person                         dbpedia_2016-10.owl           
musicSubgenre                  MusicGenre                     MusicGenre                     dbpedia_2016-10.owl           
university                     Person                         EducationalInstitution         dbpedia_2016-10.owl           
nextEvent                      Event                          Event                          dbpedia_2016-10.owl           
distributingCompany            RecordLabel                    Company                        dbpedia_2016-10.owl           
chaplain                       School                         Person                         dbpedia_2016-10.owl           
alpsSubsection                 Mountain                       MountainRange                  dbpedia_2016-10.owl           
endReign                       Person                         Concept                        dbpedia_2016-10.owl           
alumni                         EducationalInstitution         Person                         dbpedia_2016-10.owl           
nationality                    Person                         Country                        dbpedia_2016-10.owl           
aircraftTransport              MilitaryUnit                   MeanOfTransportation           dbpedia_2016-10.owl           
systemOfLaw                    LegalCase                      SystemOfLaw                    dbpedia_2016-10.owl           
parentMountainPeak             Mountain                       Mountain                       dbpedia_2016-10.owl           
filmFareAward                  Artist                         Award                          dbpedia_2016-10.owl           
ceremonialCounty               PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
goldenGlobeAward               Artist                         Award                          dbpedia_2016-10.owl           
usurper                        Person                         Person                         dbpedia_2016-10.owl           
wagon                          Train                          TrainCarriage                  dbpedia_2016-10.owl           
principal                      EducationalInstitution         Person                         dbpedia_2016-10.owl           
competitionTitle               Person                         SportsEvent                    dbpedia_2016-10.owl           
person                         PersonFunction                 Person                         dbpedia_2016-10.owl           
projectParticipant             ResearchProject                Organisation                   dbpedia_2016-10.owl           
politicalLeader                Place                          PersonFunction                 dbpedia_2016-10.owl           
sourceConfluenceRegion         River                          Place                          dbpedia_2016-10.owl           
province                       Place                          Province                       dbpedia_2016-10.owl           
routeEnd                       RouteOfTransportation          RouteOfTransportation          dbpedia_2016-10.owl           
notableCommander               MilitaryUnit                   Person                         dbpedia_2016-10.owl           
officialOpenedBy               Olympics                       Person                         dbpedia_2016-10.owl           
regionalCouncil                Agent                          TermOfOffice                   dbpedia_2016-10.owl           
generalManager                 SportsTeam                     Person                         dbpedia_2016-10.owl           
coverArtist                    Work                           Person                         dbpedia_2016-10.owl           
broadcastArea                  Broadcaster                    PopulatedPlace                 dbpedia_2016-10.owl           
releaseLocation                Work                           Place                          dbpedia_2016-10.owl           
formerBandMember               Band                           Person                         dbpedia_2016-10.owl           
goyaAward                      Artist                         Award                          dbpedia_2016-10.owl           
routeStart                     RouteOfTransportation          RouteOfTransportation          dbpedia_2016-10.owl           
ethnicity                      Person                         EthnicGroup                    dbpedia_2016-10.owl           
doctoralStudent                Scientist                      Person                         dbpedia_2016-10.owl           
populationPlace                EthnicGroup                    PopulatedPlace                 dbpedia_2016-10.owl           
associationOfLocalGovernment   Settlement                     PopulatedPlace                 dbpedia_2016-10.owl           
managementCountry              Island                         Country                        dbpedia_2016-10.owl           
reigningPope                   Cleric                         Pope                           dbpedia_2016-10.owl           
medalist                       SportsEvent                    Person                         dbpedia_2016-10.owl           
contractor                     Skyscraper                     Company                        dbpedia_2016-10.owl           
breeder                        Animal                         Person                         dbpedia_2016-10.owl           
billed                         Wrestler                       PopulatedPlace                 dbpedia_2016-10.owl           
artPatron                      Agent                          Artist                         dbpedia_2016-10.owl           
basedOn                        Work                           Work                           dbpedia_2016-10.owl           
sisterNewspaper                Newspaper                      Newspaper                      dbpedia_2016-10.owl           
prefaceBy                      WrittenWork                    Person                         dbpedia_2016-10.owl           
comparable                     Rocket                         Rocket                         dbpedia_2016-10.owl           
baftaAward                     Artist                         Award                          dbpedia_2016-10.owl           
routeEndLocation               RouteOfTransportation          Place                          dbpedia_2016-10.owl           
musicBand                      MusicalArtist                  Band                           dbpedia_2016-10.owl           
opponent                       Person                         Person                         dbpedia_2016-10.owl           
solventWithGoodSolubility      ChemicalSubstance              ChemicalSubstance              dbpedia_2016-10.owl           
fundedBy                       ResearchProject                Organisation                   dbpedia_2016-10.owl           
landingVehicle                 SpaceMission                   SpaceMission                   dbpedia_2016-10.owl           
hubAirport                     Airline                        Airport                        dbpedia_2016-10.owl           
britishWins                    Person                         Concept                        dbpedia_2016-10.owl           
teamCoached                    Athlete                        SportsTeam                     dbpedia_2016-10.owl           
aircraftHelicopterAttack       MilitaryUnit                   MeanOfTransportation           dbpedia_2016-10.owl           
tree                           Place                          Species                        dbpedia_2016-10.owl           
secondDriverCountry            GrandPrix                      Country                        dbpedia_2016-10.owl           
twinCountry                    Country                        Country                        dbpedia_2016-10.owl           
place                          MilitaryConflict               PopulatedPlace                 dbpedia_2016-10.owl           
solicitorGeneral               LegalCase                      Person                         dbpedia_2016-10.owl           
sportSpecialty                 Athlete                        Sport                          dbpedia_2016-10.owl           
gameArtist                     VideoGame                      Person                         dbpedia_2016-10.owl           
grammyAward                    Artist                         Award                          dbpedia_2016-10.owl           
booster                        SpaceMission                   Rocket                         dbpedia_2016-10.owl           
nextEntity                     Place                          Place                          dbpedia_2016-10.owl           
nerve                          AnatomicalStructure            Nerve                          dbpedia_2016-10.owl           
firstWinner                    Race                           Person                         dbpedia_2016-10.owl           
commune                        Settlement                     Settlement                     dbpedia_2016-10.owl           
shape                          Intercommunality               Community                      dbpedia_2016-10.owl           
outflow                        BodyOfWater                    River                          dbpedia_2016-10.owl           
cousurper                      Person                         Person                         dbpedia_2016-10.owl           
currentTeamManager             Person                         SportsTeam                     dbpedia_2016-10.owl           
supplies                       Artery                         AnatomicalStructure            dbpedia_2016-10.owl           
startReign                     Person                         Concept                        dbpedia_2016-10.owl           
heir                           Monarch                        Person                         dbpedia_2016-10.owl           
highestPoint                   Settlement                     Place                          dbpedia_2016-10.owl           
champion                       SportsEvent                    Athlete                        dbpedia_2016-10.owl           
launchPad                      SpaceMission                   LaunchPad                      dbpedia_2016-10.owl           
firstPublisher                 WrittenWork                    Agent                          dbpedia_2016-10.owl           
orthologousGene                Gene                           Gene                           dbpedia_2016-10.owl           
organisationMember             Organisation                   OrganisationMember             dbpedia_2016-10.owl           
