Object property                Domain                         Range                          File                          
family                         Species                        Species                        dbpedia_2016-10.owl           
meetingRoad                    RoadJunction                   Road                           dbpedia_2016-10.owl           
sportDiscipline                Person                         Sport                          dbpedia_2016-10.owl           
filmVersion                    WrittenWork                    Film                           dbpedia_2016-10.owl           
canonizedPlace                 Saint                          PopulatedPlace                 dbpedia_2016-10.owl           
settlement                     Place                          PopulatedPlace                 dbpedia_2016-10.owl           
soccerTournamentMostSuccesfull SoccerTournament               SoccerClub                     dbpedia_2016-10.owl           
mouthDistrict                  River                          PopulatedPlace                 dbpedia_2016-10.owl           
prefect                        Politician                     Person                         dbpedia_2016-10.owl           
formerHighschool               NationalCollegiateAthleticAssociationAthlete EducationalInstitution         dbpedia_2016-10.owl           
continentalTournament          Person                         Tournament                     dbpedia_2016-10.owl           
canton                         Settlement                     Settlement                     dbpedia_2016-10.owl           
politicalPartyInLegislature    Legislature                    PoliticalParty                 dbpedia_2016-10.owl           
arielAward                     Actor                          Award                          dbpedia_2016-10.owl           
whaDraftTeam                   IceHockeyPlayer                HockeyTeam                     dbpedia_2016-10.owl           
firstAscentPerson              Mountain                       Person                         dbpedia_2016-10.owl           
nationalTeam                   Athlete                        SportsTeam                     dbpedia_2016-10.owl           
coExecutiveProducer            TelevisionShow                 Person                         dbpedia_2016-10.owl           
chain                          Hotel                          Company                        dbpedia_2016-10.owl           
architect                      ArchitecturalStructure         Architect                      dbpedia_2016-10.owl           
flagBearer                     OlympicResult                  Person                         dbpedia_2016-10.owl           
capitalPlace                   Island                         PopulatedPlace                 dbpedia_2016-10.owl           
isPartOfMilitaryConflict       MilitaryConflict               MilitaryConflict               dbpedia_2016-10.owl           
component                      Brain                          AnatomicalStructure            dbpedia_2016-10.owl           
broadcastNetwork               Broadcaster                    BroadcastNetwork               dbpedia_2016-10.owl           
destination                    Airline                        PopulatedPlace                 dbpedia_2016-10.owl           
teamManager                    Person                         SportsTeam                     dbpedia_2016-10.owl           
chairperson                    Organisation                   Person                         dbpedia_2016-10.owl           
championInDouble               SportsEvent                    Athlete                        dbpedia_2016-10.owl           
biggestCity                    Place                          PopulatedPlace                 dbpedia_2016-10.owl           
sire                           Animal                         Animal                         dbpedia_2016-10.owl           
leftTributary                  River                          River                          dbpedia_2016-10.owl           
film                           FilmFestival                   Film                           dbpedia_2016-10.owl           
goldenCalfAward                Actor                          Award                          dbpedia_2016-10.owl           
trustee                        Organisation                   Person                         dbpedia_2016-10.owl           
superFamily                    Species                        Taxon                          dbpedia_2016-10.owl           
galleryItem                    Document                       File                           dbpedia_2016-10.owl           
capitalMountain                Island                         Mountain                       dbpedia_2016-10.owl           
growingGrape                   WineRegion                     Grape                          dbpedia_2016-10.owl           
instrument                     Artist                         Instrument                     dbpedia_2016-10.owl           
placeOfWorship                 ClericalAdministrativeRegion   Church                         dbpedia_2016-10.owl           
actingHeadteacher              School                         Person                         dbpedia_2016-10.owl           
peabodyAward                   Comedian                       Award                          dbpedia_2016-10.owl           
college                        Person                         EducationalInstitution         dbpedia_2016-10.owl           
locatedInArea                  Place                          Place                          dbpedia_2016-10.owl           
mountainRange                  Mountain                       MountainRange                  dbpedia_2016-10.owl           
eastPlace                      Place                          Place                          dbpedia_2016-10.owl           
costumeDesigner                Film                           Person                         dbpedia_2016-10.owl           
footedness                     Sport                          Person                         dbpedia_2016-10.owl           
showJudge                      TelevisionShow                 Person                         dbpedia_2016-10.owl           
performer                      FictionalCharacter             Person                         dbpedia_2016-10.owl           
borough                        PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
agglomerationArea              PopulatedPlace                 Area                           dbpedia_2016-10.owl           
hasAnnotation                  Document                       Annotation                     dbpedia_2016-10.owl           
stylisticOrigin                MusicGenre                     MusicGenre                     dbpedia_2016-10.owl           
spacestation                   SpaceMission                   SpaceStation                   dbpedia_2016-10.owl           
pastor                         HistoricBuilding               Person                         dbpedia_2016-10.owl           
designCompany                  MeanOfTransportation           Company                        dbpedia_2016-10.owl           
engine                         Automobile                     AutomobileEngine               dbpedia_2016-10.owl           
afiAward                       Artist                         Award                          dbpedia_2016-10.owl           
announcedFrom                  Person                         Place                          dbpedia_2016-10.owl           
producer                       Work                           Agent                          dbpedia_2016-10.owl           
created                        Person                         Work                           dbpedia_2016-10.owl           
prospectLeague                 IceHockeyPlayer                SportsLeague                   dbpedia_2016-10.owl           
beatifiedPlace                 Saint                          PopulatedPlace                 dbpedia_2016-10.owl           
olympicOathSwornByJudge        Olympics                       Person                         dbpedia_2016-10.owl           
americanComedyAward            Comedian                       Award                          dbpedia_2016-10.owl           
drainsTo                       AnatomicalStructure            AnatomicalStructure            dbpedia_2016-10.owl           
sourceConfluencePlace          River                          Place                          dbpedia_2016-10.owl           
parish                         PopulatedPlace                 PopulatedPlace                 dbpedia_2016-10.owl           
headChef                       Restaurant                     Person                         dbpedia_2016-10.owl           
relatedPlaces                  Place                          List                           dbpedia_2016-10.owl           
previousInfrastructure         Infrastructure                 Infrastructure                 dbpedia_2016-10.owl           
coProducer                     TelevisionShow                 Person                         dbpedia_2016-10.owl           
tvShow                         Person                         TelevisionShow                 dbpedia_2016-10.owl           
isPartOfWineRegion             WineRegion                     WineRegion                     dbpedia_2016-10.owl           
actsFor                        Agent                          SocialAgent                    DUL.owl                       
actsThrough                    SocialAgent                    Agent                          DUL.owl                       
associatedWith                 Entity                         Entity                         DUL.owl                       
characterizes                  Concept                        Collection                     DUL.owl                       
classifies                     Concept                        Entity                         DUL.owl                       
conceptualizes                 Agent                          SocialObject                   DUL.owl                       
concretelyExpresses            InformationRealization         SocialObject                   DUL.owl                       
coparticipatesWith             Object                         Object                         DUL.owl                       
covers                         Concept                        Collection                     DUL.owl                       
defines                        Description                    Concept                        DUL.owl                       
definesRole                    Description                    Role                           DUL.owl                       
definesTask                    Description                    Task                           DUL.owl                       
describes                      Description                    Entity                         DUL.owl                       
directlyFollows                Entity                         Entity                         DUL.owl                       
directlyPrecedes               Entity                         Entity                         DUL.owl                       
executesTask                   Action                         Task                           DUL.owl                       
expands                        Description                    Description                    DUL.owl                       
expresses                      InformationObject              SocialObject                   DUL.owl                       
expressesConcept               InformationObject              Concept                        DUL.owl                       
farFrom                        Entity                         Entity                         DUL.owl                       
follows                        Entity                         Entity                         DUL.owl                       
hasCommonBoundary              Entity                         Entity                         DUL.owl                       
hasComponent                   Entity                         Entity                         DUL.owl                       
hasConstituent                 Entity                         Entity                         DUL.owl                       
hasConstraint                  Entity                         Parameter                      DUL.owl                       
hasLocation                    Entity                         Entity                         DUL.owl                       
hasMember                      Collection                     Entity                         DUL.owl                       
hasParameter                   Concept                        Parameter                      DUL.owl                       
hasPart                        Entity                         Entity                         DUL.owl                       
hasParticipant                 Event                          Object                         DUL.owl                       
hasQuality                     Entity                         Quality                        DUL.owl                       
hasRegion                      Entity                         Region                         DUL.owl                       
hasRole                        Object                         Role                           DUL.owl                       
hasSetting                     Entity                         Situation                      DUL.owl                       
hasTask                        Role                           Task                           DUL.owl                       
hasTimeInterval                Event                          TimeInterval                   DUL.owl                       
includesAction                 Situation                      Action                         DUL.owl                       
includesAgent                  Situation                      Agent                          DUL.owl                       
includesEvent                  Situation                      Event                          DUL.owl                       
includesObject                 Situation                      Object                         DUL.owl                       
includesTime                   Situation                      TimeInterval                   DUL.owl                       
introduces                     Description                    SocialAgent                    DUL.owl                       
involvesAgent                  Event                          Agent                          DUL.owl                       
isAbout                        InformationObject              Entity                         DUL.owl                       
isActionIncludedIn             Action                         Situation                      DUL.owl                       
isAgentIncludedIn              Agent                          Situation                      DUL.owl                       
isAgentInvolvedIn              Agent                          Event                          DUL.owl                       
isCharacterizedBy              Collection                     Concept                        DUL.owl                       
isClassifiedBy                 Entity                         Concept                        DUL.owl                       
isComponentOf                  Entity                         Entity                         DUL.owl                       
isConceptExpressedBy           Concept                        InformationObject              DUL.owl                       
isConceptUsedIn                Concept                        Description                    DUL.owl                       
isConceptualizedBy             SocialObject                   Agent                          DUL.owl                       
isConcretelyExpressedBy        SocialObject                   InformationRealization         DUL.owl                       
isConstituentOf                Entity                         Entity                         DUL.owl                       
isConstraintFor                Parameter                      Entity                         DUL.owl                       
isCoveredBy                    Collection                     Concept                        DUL.owl                       
isDefinedIn                    Concept                        Description                    DUL.owl                       
isDescribedBy                  Entity                         Description                    DUL.owl                       
isEventIncludedIn              Event                          Situation                      DUL.owl                       
isExecutedIn                   Task                           Action                         DUL.owl                       
isExpandedIn                   Description                    Description                    DUL.owl                       
isExpressedBy                  SocialObject                   InformationObject              DUL.owl                       
isIntroducedBy                 SocialAgent                    Description                    DUL.owl                       
isLocationOf                   Entity                         Entity                         DUL.owl                       
isMemberOf                     Entity                         Collection                     DUL.owl                       
isObjectIncludedIn             Object                         Situation                      DUL.owl                       
isObservableAt                 Entity                         TimeInterval                   DUL.owl                       
isParameterFor                 Parameter                      Concept                        DUL.owl                       
isParametrizedBy               Region                         Parameter                      DUL.owl                       
isPartOf                       Entity                         Entity                         DUL.owl                       
isParticipantIn                Object                         Event                          DUL.owl                       
isQualityOf                    Quality                        Entity                         DUL.owl                       
isRealizedBy                   InformationObject              InformationRealization         DUL.owl                       
isReferenceOf                  Entity                         InformationObject              DUL.owl                       
isReferenceOfInformationRealizedBy Entity                         InformationRealization         DUL.owl                       
isRegionFor                    Region                         Entity                         DUL.owl                       
isRelatedToConcept             Concept                        Concept                        DUL.owl                       
isRelatedToDescription         Description                    Description                    DUL.owl                       
isRoleDefinedIn                Role                           Description                    DUL.owl                       
isRoleOf                       Role                           Object                         DUL.owl                       
isSatisfiedBy                  Description                    Situation                      DUL.owl                       
isSettingFor                   Situation                      Entity                         DUL.owl                       
isSpecializedBy                SocialObject                   SocialObject                   DUL.owl                       
isSubordinatedTo               Concept                        Concept                        DUL.owl                       
isSuperordinatedTo             Concept                        Concept                        DUL.owl                       
isTaskDefinedIn                Task                           Description                    DUL.owl                       
isTaskOf                       Task                           Role                           DUL.owl                       
isTimeIncludedIn               TimeInterval                   Situation                      DUL.owl                       
isTimeIntervalOf               TimeInterval                   Event                          DUL.owl                       
isTimeOfObservationOf          TimeInterval                   Entity                         DUL.owl                       
isUnifiedBy                    Collection                     Description                    DUL.owl                       
nearTo                         Entity                         Entity                         DUL.owl                       
overlaps                       Entity                         Entity                         DUL.owl                       
parametrizes                   Parameter                      Region                         DUL.owl                       
precedes                       Entity                         Entity                         DUL.owl                       
realizes                       InformationRealization         InformationObject              DUL.owl                       
realizesInformationAbout       InformationRealization         Entity                         DUL.owl                       
sameSettingAs                  Entity                         Entity                         DUL.owl                       
satisfies                      Situation                      Description                    DUL.owl                       
specializes                    SocialObject                   SocialObject                   DUL.owl                       
unifies                        Description                    Collection                     DUL.owl                       
usesConcept                    Description                    Concept                        DUL.owl                       
has_format                     data_0006                      format_1915                    EDAM.owl                      
has_identifier                 data_0006                      data_0842                      EDAM.owl                      
has_input                      operation_0004                 data_0006                      EDAM.owl                      
has_output                     operation_0004                 data_0006                      EDAM.owl                      
is_format_of                   format_1915                    data_0006                      EDAM.owl                      
is_identifier_of               data_0842                      data_0006                      EDAM.owl                      
is_input_of                    data_0006                      operation_0004                 EDAM.owl                      
is_output_of                   data_0006                      operation_0004                 EDAM.owl                      
drinks                         Man                            Beverage                       einsteins_riddle.owl          
has_color                      House                          Color                          einsteins_riddle.owl          
lives_in                       Man                            House                          einsteins_riddle.owl          
owns                           Man                            Pet                            einsteins_riddle.owl          
right_to                       House                          House                          einsteins_riddle.owl          
smokes                         Man                            Cigarette                      einsteins_riddle.owl          
BFO_0000066                    BFO_0000003                    BFO_0000004                    envo.owl                      
BFO_0000066                    BFO_0000003                    BFO_0000004                    envo.owl                      
RO_0000057                     BFO_0000003                    BFO_0000002                    envo.owl                      
RO_0000057                     BFO_0000003                    BFO_0000002                    envo.owl                      
RO_0000057                     BFO_0000003                    BFO_0000002                    envo.owl                      
RO_0000057                     BFO_0000003                    BFO_0000002                    envo.owl                      
RO_0002211                     BFO_0000015                    BFO_0000015                    envo.owl                      
RO_0002211                     BFO_0000015                    BFO_0000015                    envo.owl                      
RO_0002211                     BFO_0000015                    BFO_0000015                    envo.owl                      
RO_0002211                     BFO_0000015                    BFO_0000015                    envo.owl                      
RO_0002220                     BFO_0000004                    BFO_0000004                    envo.owl                      
RO_0002233                     BFO_0000015                    BFO_0000040                    envo.owl                      
RO_0002303                     CARO_0000006                   ENVO_01000254                  envo.owl                      
hasAncestor                    Person                         Person                         family.rdf.owl                
hasAunt                        Person                         Woman                          family.rdf.owl                
hasBrother                     Person                         Man                            family.rdf.owl                
hasChild                       Person                         Person                         family.rdf.owl                
hasDaughter                    Person                         Woman                          family.rdf.owl                
hasFather                      Person                         Man                            family.rdf.owl                
hasFatherInLaw                 Person                         Man                            family.rdf.owl                
hasForeFather                  Person                         Man                            family.rdf.owl                
hasForeMother                  Person                         Woman                          family.rdf.owl                
hasGrandParent                 Person                         Person                         family.rdf.owl                
hasGrandfather                 Person                         Man                            family.rdf.owl                
hasGrandmother                 Person                         Woman                          family.rdf.owl                
hasGreatAunt                   Person                         Woman                          family.rdf.owl                
hasGreatGrandParent            Person                         Person                         family.rdf.owl                
hasGreatGrandfather            Person                         Man                            family.rdf.owl                
hasGreatGrandmother            Person                         Woman                          family.rdf.owl                
hasGreatUncle                  Person                         Man                            family.rdf.owl                
hasHusband                     Woman                          Man                            family.rdf.owl                
hasMother                      Person                         Woman                          family.rdf.owl                
hasMotherInLaw                 Person                         Woman                          family.rdf.owl                
hasParent                      Person                         Person                         family.rdf.owl                
hasSex                         Person                         Sex                            family.rdf.owl                
hasSon                         Person                         Man                            family.rdf.owl                
hasUncle                       Person                         Man                            family.rdf.owl                
hasWife                        Man                            Woman                          family.rdf.owl                
isAuntInLawOf                  Woman                          Person                         family.rdf.owl                
isAuntOf                       Woman                          Person                         family.rdf.owl                
isBloodRelationOf              Person                         Person                         family.rdf.owl                
isBrotherInLawOf               Man                            Person                         family.rdf.owl                
isBrotherOf                    Man                            Person                         family.rdf.owl                
isDirectSiblingOf              Person                         Person                         family.rdf.owl                
isFemalePartnerIn              Woman                          Marriage                       family.rdf.owl                
isFirstCousinOf                Person                         Person                         family.rdf.owl                
isFirstCousinOnceRemovedOf     Person                         Person                         family.rdf.owl                
isGreatAuntOf                  Woman                          Person                         family.rdf.owl                
isGreatUncleOf                 Man                            Person                         family.rdf.owl                
isInLawOf                      Person                         Person                         family.rdf.owl                
isMalePartnerIn                Man                            Marriage                       family.rdf.owl                
isNephewOf                     Man                            Person                         family.rdf.owl                
isNieceOf                      Woman                          Person                         family.rdf.owl                
isParentInLawOf                Person                         Person                         family.rdf.owl                
isPartnerIn                    Person                         Marriage                       family.rdf.owl                
isRelationOf                   Person                         Person                         family.rdf.owl                
isSecondCousinOf               Person                         Person                         family.rdf.owl                
isSiblingInLawOf               Person                         Person                         family.rdf.owl                
isSiblingOf                    Person                         Person                         family.rdf.owl                
isSisterInLawOf                Woman                          Person                         family.rdf.owl                
isSisterOf                     Woman                          Person                         family.rdf.owl                
isSpouseOf                     Person                         Person                         family.rdf.owl                
isThirdCousinOf                Person                         Person                         family.rdf.owl                
isUncleInLawOf                 Man                            Person                         family.rdf.owl                
isUncleOf                      Man                            Person                         family.rdf.owl                
mbox                           Agent                          Thing                          foaf.owl                      
based_near                     SpatialThing                   SpatialThing                   foaf.owl                      
homepage                       Thing                          Document                       foaf.owl                      
weblog                         Agent                          Document                       foaf.owl                      
openid                         Agent                          Document                       foaf.owl                      
tipjar                         Agent                          Document                       foaf.owl                      
made                           Agent                          Thing                          foaf.owl                      
maker                          Thing                          Agent                          foaf.owl                      
img                            Person                         Image                          foaf.owl                      
depiction                      Thing                          Image                          foaf.owl                      
depicts                        Image                          Thing                          foaf.owl                      
thumbnail                      Image                          Image                          foaf.owl                      
workplaceHomepage              Person                         Document                       foaf.owl                      
workInfoHomepage               Person                         Document                       foaf.owl                      
schoolHomepage                 Person                         Document                       foaf.owl                      
knows                          Person                         Person                         foaf.owl                      
interest                       Agent                          Document                       foaf.owl                      
topic_interest                 Agent                          Thing                          foaf.owl                      
publications                   Person                         Document                       foaf.owl                      
currentProject                 Person                         Thing                          foaf.owl                      
pastProject                    Person                         Thing                          foaf.owl                      
fundedBy                       Thing                          Thing                          foaf.owl                      
logo                           Thing                          Thing                          foaf.owl                      
topic                          Document                       Thing                          foaf.owl                      
primaryTopic                   Document                       Thing                          foaf.owl                      
focus                          Concept                        Thing                          foaf.owl                      
page                           Thing                          Document                       foaf.owl                      
theme                          Thing                          Thing                          foaf.owl                      
account                        Agent                          OnlineAccount                  foaf.owl                      
holdsAccount                   Agent                          OnlineAccount                  foaf.owl                      
accountServiceHomepage         OnlineAccount                  Document                       foaf.owl                      
member                         Group                          Agent                          foaf.owl                      
hasAction                      GameObject                     Action                         gamemodel.rdf                 
hasAnimation                   Action                         Animation                      gamemodel.rdf                 
hasAppearance                  GameObject                     Appearance                     gamemodel.rdf                 
hasArtRequirement              GameTheme                      ArtRequirement                 gamemodel.rdf                 
hasConstraint                  Motion                         Constraint                     gamemodel.rdf                 
hasDifficultyIndicator         GameScenario                   DifficultyIndicator            gamemodel.rdf                 
hasForce                       Motion                         Force                          gamemodel.rdf                 
hasGameAct                     GameEvent                      GameAct                        gamemodel.rdf                 
hasGameActObject               GameAct                        GameObject                     gamemodel.rdf                 
hasGameActingScript            GameAct                        GameActingScript               gamemodel.rdf                 
hasGameContext                 GameStructure                  GameContext                    gamemodel.rdf                 
hasGameControl                 GamePlayer                     GameControl                    gamemodel.rdf                 
hasGameControlInterface        GameControl                    GameControlInterface           gamemodel.rdf                 
hasGameDimention               GameSimulation                 GameDimension                  gamemodel.rdf                 
hasGameEnvironment             GameScenario                   GameEnvironment                gamemodel.rdf                 
hasGameEvent                   GameScenario                   GameEvent                      gamemodel.rdf                 
hasGameKnowledgeBase           SeriousGame                    GameKnowledgeBase              gamemodel.rdf                 
hasGamePlayer                  SeriousGame                    GamePlayer                     gamemodel.rdf                 
hasGameRecord                  GamePlayer                     GameRecord                     gamemodel.rdf                 
hasGameResult                  GameRecord                     GameResult                     gamemodel.rdf                 
hasGameRule                    GameSimulation                 GameRule                       gamemodel.rdf                 
hasGameScenario                GameSimulation                 GameScenario                   gamemodel.rdf                 
hasGameStructure               SeriousGame                    GameStructure                  gamemodel.rdf                 
hasGameTempo                   GameSimulation                 GameTempo                      gamemodel.rdf                 
hasGameTheme                   SeriousGame                    GameTheme                      gamemodel.rdf                 
hasGoalCondition               GameObjective                  GoalCondition                  gamemodel.rdf                 
hasIntelligences               GameObject                     Intelligence                   gamemodel.rdf                 
hasInteractionRuleActor        GameInteractionRule            GameObject                     gamemodel.rdf                 
hasInteractionRuleOutcome      GameInteractionRule            GameInteractionRuleOutcome     gamemodel.rdf                 
hasInteractionRuleSubject      GameInteractionRule            GameObject                     gamemodel.rdf                 
hasInventory                   GamePlayer                     Inventory                      gamemodel.rdf                 
hasMotion                      Action                         Motion                         gamemodel.rdf                 
hasPedagogicEventIndicator     GameStructure                  PedagogicEventIndicator        gamemodel.rdf                 
hasVirtualCamera               GameScenario                   VirtualCamera                  gamemodel.rdf                 
BFO_0000083                    BFO_0000004                    BFO_0000006                    geo.owl                       
BFO_0000123                    BFO_0000006                    BFO_0000004                    geo.owl                       
GEO_000000329                  GEO_000000400                  GEO_000000400                  geo.owl                       
GEO_000000336                  GEO_000000400                  GEO_000000375                  geo.owl                       
OBI_0001938                    IAO_0000030                    OBI_0001933                    geo.owl                       
RO_0000056                     BFO_0000002                    BFO_0000003                    geo.owl                       
RO_0000056                     BFO_0000002                    BFO_0000003                    geo.owl                       
RO_0000056                     BFO_0000002                    BFO_0000003                    geo.owl                       
RO_0000056                     BFO_0000002                    BFO_0000003                    geo.owl                       
RO_0000057                     BFO_0000003                    BFO_0000002                    geo.owl                       
RO_0000057                     BFO_0000003                    BFO_0000002                    geo.owl                       
RO_0000057                     BFO_0000003                    BFO_0000002                    geo.owl                       
RO_0000057                     BFO_0000003                    BFO_0000002                    geo.owl                       
where                          _Feature                       _Geometry                      geo_2007.owl                  
exterior                       Polygon                        LinearRing                     geo_2007.owl                  
exhibits                       Perpetuant                     Presential                     gfo-basic.owl                 
exists_at                      Presential                     Time_boundary                  gfo-basic.owl                 
framed_by                      Presential                     Space                          gfo-basic.owl                 
frames                         Space                          Presential                     gfo-basic.owl                 
has_property                   Entity                         Property                       gfo-basic.owl                 
has_role                       Entity                         Role                           gfo-basic.owl                 
has_spatial_boundary           Space                          Spatial_boundary               gfo-basic.owl                 
has_time_boundary              Temporal_region                Time_boundary                  gfo-basic.owl                 
has_token                      Symbol_structure               Concrete                       gfo-basic.owl                 
instance_of                    Entity                         Category                       gfo-basic.owl                 
instantiated_by                Category                       Entity                         gfo-basic.owl                 
occupied_by                    Space                          Presential                     gfo-basic.owl                 
occupies                       Presential                     Space                          gfo-basic.owl                 
played_by                      Role                           Entity                         gfo-basic.owl                 
plays_role                     Entity                         Role                           gfo-basic.owl                 
role_of                        Role                           Entity                         gfo-basic.owl                 
spatial_boundary_of            Spatial_boundary               Space                          gfo-basic.owl                 
time_boundary_of               Time_boundary                  Temporal_region                gfo-basic.owl                 
token_of                       Concrete                       Symbol_structure               gfo-basic.owl                 
exists_at                      Presential                     Time_boundary                  gfo.owl                       
framed_by                      Presential                     Space                          gfo.owl                       
frames                         Space                          Presential                     gfo.owl                       
has_categorial_part            Category                       Category                       gfo.owl                       
has_category                   Ontological_layer              Category                       gfo.owl                       
